experiment_id,oscillator_count_N,coupling_topology,frequency_distribution,coupling_strength_K,critical_coupling_Kc,K_over_Kc_ratio,order_parameter_R,susceptibility_chi,relaxation_time_tau,phase_locked_fraction,mean_field_frequency,chimera_state_detected,lyapunov_exponent_max,simulation_timesteps,integration_method,thermalization_steps
OSC-000848,96,all_to_all,gaussian,4.204224,0.63662,6.60398,0.92085391,0.93668759,0.245492,0.879119,7.753452,False,-0.11777386,100000,rk4,10000
OSC-000849,96,all_to_all,gaussian,2.019631,0.63662,3.172429,0.82606598,0.39737819,0.747891,0.81298,7.685422,False,-0.12205084,100000,rk4,10000
OSC-000850,48,ring,gaussian,2.04531,0.1309,15.625021,0.96201826,0.60992698,0.375801,0.91853,7.778925,False,-0.09326969,50000,euler,10000
OSC-000851,24,all_to_all,gaussian,2.31133,0.63662,3.630629,0.84904667,0.45487627,0.788548,0.912843,7.763645,False,-0.13716671,100000,euler,10000
OSC-000852,96,lattice_2d,uniform,3.91229,1.702963,2.297344,0.74894735,0.37594467,0.549879,0.706604,7.895268,False,-0.09844007,10000,rk4,10000
OSC-000853,24,scale_free,uniform,4.700342,1.410576,3.332214,0.84440995,0.07093464,0.498541,0.879869,7.765157,False,-0.08458613,10000,rk4,5000
OSC-000854,24,lattice_2d,bimodal,1.142982,2.139294,0.53428,0.21370513,0.63210117,21.602933,0.212551,7.92122,False,0.07007548,50000,symplectic_4th,10000
OSC-000855,16,scale_free,bimodal,2.17992,1.602155,1.360618,0.50482556,0.03017316,1.493309,0.40568,7.870538,False,-0.11444687,10000,rk4,1000
OSC-000856,48,random_erdos_renyi,uniform,3.923192,1.736604,2.259117,0.73849753,0.28576423,0.516763,0.810388,7.662367,False,-0.10205381,500000,rk4,1000
OSC-000857,32,lattice_2d,lorentzian,3.111092,1.133363,2.745009,0.79847832,0.42464623,0.397764,0.854161,8.014677,False,-0.09579206,100000,rk4,5000
OSC-000858,48,random_erdos_renyi,gaussian,2.320229,1.935988,1.198473,0.4051289,0.45130309,2.717902,0.349827,7.907366,False,-0.14289896,500000,symplectic_4th,10000
OSC-000859,48,random_erdos_renyi,bimodal,0.539308,1.183318,0.455759,0.08005985,0.44259885,50.641785,0.01572,7.74532,False,0.03035193,50000,verlet,10000
OSC-000860,16,small_world,uniform,2.89046,1.587549,1.820705,0.66104237,0.24285838,0.571421,0.761716,7.769148,False,-0.07028814,50000,verlet,1000
OSC-000861,96,scale_free,uniform,2.098314,1.861003,1.127518,0.33437082,1.80971729,3.944195,0.342882,7.955496,False,-0.0770989,10000,symplectic_4th,1000
OSC-000862,32,small_world,gaussian,3.383718,1.289973,2.623092,0.78630706,0.07735976,0.418486,0.79095,8.074652,False,-0.07251077,10000,verlet,1000
OSC-000863,64,scale_free,uniform,4.90983,1.989118,2.468345,0.77391913,0.16327257,0.318638,0.778876,7.88888,False,-0.1329786,500000,verlet,10000
OSC-000864,24,scale_free,lorentzian,2.907275,1.81583,1.601073,0.6155761,0.0501779,1.024725,0.646553,7.797675,False,-0.13366964,10000,euler,1000
OSC-000865,64,random_erdos_renyi,lorentzian,4.904323,1.293423,3.791738,0.85806607,0.15237425,0.30425,0.894894,7.758311,False,-0.10382261,100000,verlet,10000
OSC-000866,8,all_to_all,gaussian,2.444245,0.63662,3.839411,0.86009988,0.08902142,0.614096,0.817365,7.669112,False,-0.07360883,10000,rk4,1000
OSC-000867,96,random_erdos_renyi,gaussian,4.090137,1.897044,2.156059,0.73362819,0.32885514,0.68144,0.743189,7.805172,False,-0.07758942,100000,rk4,5000
OSC-000868,16,lattice_2d,lorentzian,0.366185,1.648545,0.222126,0.13065663,0.2147096,14.548997,0.106654,7.73597,False,0.03927913,500000,euler,1000
OSC-000869,64,ring,lorentzian,1.423595,0.098175,14.500624,0.96703961,0.21963117,0.667864,0.938078,8.053498,False,-0.0828902,50000,symplectic_4th,5000
OSC-000870,24,random_erdos_renyi,gaussian,0.551141,1.286173,0.428512,0.21538981,0.5082803,18.459527,0.267407,7.628974,False,0.10019377,10000,verlet,1000
OSC-000871,96,random_erdos_renyi,lorentzian,0.429075,1.104923,0.38833,0.02315898,1.56827636,101.066826,0.14007,7.91328,False,0.04506928,50000,euler,5000
OSC-000872,96,all_to_all,bimodal,2.768959,0.63662,4.34947,0.87780838,1.02699295,0.592179,0.790989,7.853752,False,-0.09205047,50000,rk4,5000
OSC-000873,16,ring,bimodal,1.266068,0.392699,3.224015,0.82314302,0.14013168,1.210864,0.866383,7.747634,False,-0.10819059,10000,euler,1000
OSC-000874,128,all_to_all,lorentzian,1.604781,0.63662,2.520785,0.77434579,0.1486212,1.086622,0.831703,8.020862,False,-0.08818162,100000,rk4,1000
OSC-000875,96,small_world,lorentzian,1.103963,1.720282,0.641734,0.00238866,0.95964834,104.888459,0,7.838853,False,0.06402818,500000,euler,1000
OSC-000876,16,all_to_all,gaussian,3.231406,0.63662,5.075881,0.90043379,0.40457687,0.23704,0.820995,7.730578,False,-0.08950644,500000,euler,10000
OSC-000877,64,lattice_2d,bimodal,3.943533,1.617931,2.437392,0.76689764,0.00649373,0.438087,0.666664,7.851418,False,-0.06305574,50000,rk4,10000
OSC-000878,24,random_erdos_renyi,lorentzian,2.904884,1.271192,2.285166,0.75194949,0.13373019,0.659369,0.674137,7.83702,False,-0.12734889,500000,rk4,5000
OSC-000879,128,lattice_2d,uniform,2.073031,1.381938,1.50009,0.57858509,0.92442084,1.28239,0.627445,7.937318,False,-0.07176799,100000,rk4,5000
OSC-000880,24,all_to_all,gaussian,0.9842,0.63662,1.545978,0.59176779,0.0848014,2.964703,0.722802,7.766452,False,-0.12646637,10000,verlet,10000
OSC-000881,128,all_to_all,lorentzian,2.08418,0.63662,3.273822,0.83379763,1.68343112,0.549398,0.7381,7.946681,False,-0.08852166,100000,symplectic_4th,5000
OSC-000882,8,random_erdos_renyi,lorentzian,2.755102,1.538883,1.790326,0.6742514,0.11349345,0.618644,0.699174,7.814867,False,-0.06597708,10000,euler,10000
OSC-000883,96,lattice_2d,lorentzian,2.58607,1.213503,2.131079,0.72824866,1.44919041,0.790434,0.697698,7.819042,False,-0.12386391,10000,rk4,5000
OSC-000884,64,scale_free,bimodal,0.275417,1.986503,0.138644,0.04876062,0.48201189,59.361037,0.08125,7.796195,False,0.02903731,500000,euler,10000
OSC-000885,24,all_to_all,bimodal,1.44701,0.63662,2.272958,0.74714821,0.35667281,0.966229,0.811928,7.884604,False,-0.07695163,500000,symplectic_4th,10000
OSC-000886,24,random_erdos_renyi,bimodal,2.578447,1.441579,1.788627,0.66354854,0.10394314,0.916222,0.625615,7.72662,False,-0.11083193,10000,verlet,10000
OSC-000887,8,scale_free,gaussian,1.906536,1.280596,1.488788,0.56156331,0.02435348,1.377342,0.509587,7.657777,False,-0.09930438,100000,symplectic_4th,10000
OSC-000888,8,all_to_all,uniform,0.922806,0.63662,1.449541,0.54986177,0.12021691,3.339614,0.547694,7.634405,False,-0.1014587,500000,symplectic_4th,10000
OSC-000889,96,ring,gaussian,1.829798,0.06545,27.957249,0.98324018,1.27929066,0.487029,0.937475,7.721733,False,-0.08346513,100000,symplectic_4th,1000
OSC-000890,32,random_erdos_renyi,uniform,1.766912,1.774639,0.995645,0.03687832,0.43194907,29.588065,0,7.74114,False,0.04625664,500000,euler,5000
OSC-000891,96,ring,gaussian,2.077892,0.06545,31.74785,0.98064226,0.06683639,0.515746,1.0,7.849012,False,-0.11884772,50000,rk4,10000
OSC-000892,96,small_world,lorentzian,2.642781,1.926635,1.371709,0.52103163,3.21846717,1.310797,0.512752,7.823602,False,-0.109908,100000,verlet,1000
OSC-000893,8,ring,lorentzian,3.177826,0.785398,4.046134,0.87506056,0.16749719,0.518924,0.809671,7.819864,False,-0.09122857,500000,symplectic_4th,1000
OSC-000894,8,ring,lorentzian,2.951687,0.785398,3.758205,0.85514079,0.07734042,0.487017,0.873283,7.771668,False,-0.10627921,500000,rk4,5000
OSC-000895,64,ring,uniform,1.16132,0.098175,11.829106,0.95887219,1.05125373,1.055088,0.970418,7.931703,False,-0.10680795,10000,euler,5000
OSC-000896,128,small_world,uniform,0.178678,0.771262,0.23167,0.15845965,0.89591475,158.153538,0.239185,7.856391,False,0.03454626,10000,rk4,5000
OSC-000897,24,scale_free,bimodal,0.697867,0.955021,0.730735,0.32990203,0.01227918,21.039555,0.405372,7.889917,False,0.06543991,100000,verlet,1000
OSC-000898,32,random_erdos_renyi,lorentzian,2.070749,1.751759,1.182097,0.398865,0.15647867,2.832892,0.359878,7.84678,False,-0.12047278,100000,symplectic_4th,5000
OSC-000899,128,small_world,lorentzian,3.559898,1.606344,2.21615,0.74005525,2.37051894,0.490963,0.771765,7.779629,False,-0.12192046,500000,verlet,5000
OSC-000900,48,ring,gaussian,1.592254,0.1309,12.163928,0.95455063,0.29841536,0.646554,1.0,7.906563,False,-0.0954827,10000,rk4,1000
OSC-000901,24,small_world,lorentzian,3.231909,1.493761,2.163605,0.72617662,0.01433423,0.637943,0.742385,7.713244,False,-0.12920352,10000,verlet,5000
OSC-000902,16,ring,uniform,1.687485,0.392699,4.297146,0.86992153,0.18371672,0.69598,0.83077,7.818745,False,-0.13019078,100000,verlet,5000
OSC-000903,96,scale_free,bimodal,3.482767,1.975875,1.762645,0.66190167,1.88818308,0.61859,0.732869,7.725329,False,-0.10318431,500000,euler,10000
OSC-000904,8,ring,lorentzian,4.24522,0.785398,5.405182,0.89699362,0.20420652,0.273316,0.933006,7.789956,False,-0.0927797,50000,euler,10000
OSC-000905,16,lattice_2d,gaussian,1.033076,1.464586,0.705371,0.15420954,0.20118269,19.816564,0.229332,7.915198,False,0.05075897,10000,rk4,5000
OSC-000906,8,all_to_all,gaussian,2.135303,0.63662,3.354126,0.83300503,0.08354942,0.575843,0.818039,7.662877,False,-0.10692476,500000,rk4,10000
OSC-000907,128,ring,gaussian,4.509273,0.049087,91.862156,0.99299928,1.42056418,0.22181,0.945507,7.750087,False,-0.11654142,500000,euler,10000
OSC-000908,8,small_world,gaussian,3.900038,1.236306,3.154589,0.82070369,0.03752383,0.277739,0.872011,7.755101,False,-0.10255786,50000,symplectic_4th,1000
OSC-000909,128,ring,uniform,2.340117,0.049087,47.672472,0.98770579,1.58144641,0.54016,0.980543,7.761486,False,-0.12429594,50000,rk4,5000
OSC-000910,24,ring,gaussian,2.925576,0.261799,11.174875,0.95208125,0.06267828,0.317655,0.946241,7.623771,False,-0.06877738,100000,rk4,10000
OSC-000911,48,ring,gaussian,1.258628,0.1309,9.615211,0.94527298,0.82972938,1.004954,0.934256,7.758428,False,-0.13747562,50000,verlet,10000
OSC-000912,48,small_world,bimodal,0.698567,1.201889,0.581224,0.02539364,0.04858101,47.554326,0,7.882718,False,0.06698004,50000,rk4,10000
OSC-000913,64,small_world,lorentzian,2.540775,0.844423,3.008889,0.81420205,0.57147786,0.537443,0.867493,7.745458,False,-0.08474473,10000,euler,10000
OSC-000914,24,scale_free,uniform,0.894239,1.176332,0.760193,0.1476222,0.55056892,17.321157,0.099767,7.964842,False,0.03304259,50000,symplectic_4th,10000
OSC-000915,64,ring,gaussian,0.740275,0.098175,7.540377,0.93502387,0.8084583,1.586477,0.93033,7.723634,False,-0.07565748,10000,euler,1000
OSC-000916,8,all_to_all,lorentzian,3.828884,0.63662,6.014397,0.90021657,0.09013213,0.268475,0.848706,7.630431,False,-0.10086803,500000,verlet,10000
OSC-000917,32,lattice_2d,lorentzian,1.2603,1.359987,0.9267,0.14432341,0.38954355,28.828941,0.178387,7.614314,True,0.05919185,10000,euler,1000
OSC-000918,48,small_world,gaussian,4.620469,0.96767,4.774837,0.88590144,0.21776436,0.353188,0.834346,7.858641,False,-0.09529256,50000,euler,10000
OSC-000919,16,all_to_all,gaussian,3.250267,0.63662,5.105508,0.90240174,0.47784031,0.536499,0.872675,7.807339,False,-0.1075556,50000,symplectic_4th,5000
OSC-000920,32,all_to_all,gaussian,4.567107,0.63662,7.173995,0.91792647,0.14112594,0.386059,0.955734,7.693013,False,-0.0999768,10000,euler,5000
OSC-000921,8,lattice_2d,gaussian,0.871282,1.482994,0.587516,0.17406428,0.20157818,5.301665,0.223832,7.80452,False,0.05018331,10000,rk4,1000
OSC-000922,16,scale_free,bimodal,0.612077,1.335488,0.458317,0.06251805,0.13575163,15.397182,0.053947,7.890181,False,0.0638243,500000,euler,1000
OSC-000923,32,all_to_all,lorentzian,2.902231,0.63662,4.558814,0.88062669,0.44120178,0.296261,0.864081,7.633332,False,-0.08866446,100000,rk4,1000
OSC-000924,48,ring,uniform,0.541492,0.1309,4.136696,0.87443524,0.56726979,2.28131,0.911884,8.004866,False,-0.11867828,100000,euler,1000
OSC-000925,48,scale_free,gaussian,1.048904,2.055282,0.510346,0.02884062,1.3663854,22.563632,8.6e-05,7.90918,False,0.05928777,10000,euler,10000
OSC-000926,64,ring,bimodal,4.135119,0.098175,42.119975,0.98364854,0.71608096,0.175991,0.957149,7.845856,False,-0.08298447,100000,verlet,5000
OSC-000927,48,ring,gaussian,4.247076,0.1309,32.445273,0.99075911,0.46886676,0.28176,0.989413,7.771786,False,-0.08547505,10000,symplectic_4th,1000
OSC-000928,64,random_erdos_renyi,gaussian,2.448621,1.766233,1.386353,0.52601694,0.45734836,1.514015,0.586138,7.680199,False,-0.08881101,10000,symplectic_4th,5000
OSC-000929,8,scale_free,gaussian,2.702131,1.907276,1.416749,0.55258499,0.11582923,1.226383,0.500353,8.05406,False,-0.07768841,10000,euler,10000
OSC-000930,48,all_to_all,gaussian,0.387374,0.63662,0.608486,0.24885569,0.93345822,48.964356,0.352482,7.689334,False,0.01855617,500000,verlet,5000
OSC-000931,48,random_erdos_renyi,uniform,1.917351,1.297904,1.477267,0.56416727,0.03297132,1.541368,0.597599,7.963825,False,-0.14019024,100000,symplectic_4th,1000
OSC-000932,24,small_world,bimodal,2.819213,1.367019,2.062307,0.71850309,0.29148425,0.506544,0.704505,7.827499,False,-0.05657586,500000,euler,1000
OSC-000933,128,scale_free,lorentzian,3.840877,1.61008,2.385519,0.76299206,1.68751728,0.321539,0.75659,7.648098,False,-0.10386655,100000,symplectic_4th,1000
OSC-000934,24,random_erdos_renyi,uniform,1.779323,1.597236,1.114001,0.31846094,0.33354056,5.221642,0.267285,7.824617,False,-0.0946559,50000,verlet,1000
OSC-000935,8,small_world,lorentzian,4.852849,1.559533,3.111732,0.83168046,0.05339807,0.334297,0.879744,7.879844,False,-0.0912994,10000,symplectic_4th,1000
OSC-000936,64,random_erdos_renyi,lorentzian,3.021185,1.058139,2.855188,0.80735544,0.20713093,0.508457,0.765591,7.796162,False,-0.06391266,50000,symplectic_4th,1000
OSC-000937,128,small_world,bimodal,4.459219,1.499179,2.97444,0.81381481,1.56107907,0.314711,0.828315,7.833238,False,-0.08911024,500000,rk4,1000
OSC-000938,8,small_world,bimodal,4.828897,1.381447,3.495536,0.84659559,0.06743555,0.273158,0.869255,7.850569,False,-0.12179243,500000,rk4,5000
OSC-000939,8,all_to_all,lorentzian,2.969267,0.63662,4.664113,0.88900781,0.10340797,0.362011,0.961111,7.895597,False,-0.09819156,100000,rk4,5000
OSC-000940,32,lattice_2d,uniform,1.651663,0.907961,1.81909,0.67230172,0.53697814,1.305239,0.66352,7.708051,False,-0.11540217,500000,symplectic_4th,10000
OSC-000941,128,lattice_2d,gaussian,2.992554,1.380647,2.167501,0.73297719,0.35022921,0.448249,0.685891,7.915992,False,-0.10544352,500000,rk4,1000
OSC-000942,32,scale_free,lorentzian,4.767477,1.79762,2.652105,0.78468667,0.35912437,0.337669,0.878951,7.838204,False,-0.12137141,50000,verlet,10000
OSC-000943,16,random_erdos_renyi,bimodal,4.130475,1.539172,2.68357,0.79031805,0.13062165,0.590935,0.862512,7.626254,False,-0.0911158,10000,symplectic_4th,10000
OSC-000944,24,all_to_all,uniform,2.112635,0.63662,3.31852,0.83803935,0.43101046,0.549302,0.799942,7.711155,False,-0.10827055,10000,euler,5000
OSC-000945,128,ring,uniform,0.509154,0.049087,10.372398,0.94941468,1.02388728,2.134639,0.979949,7.728609,False,-0.11409872,10000,rk4,10000
OSC-000946,96,small_world,lorentzian,2.722009,1.370135,1.986673,0.70528072,1.37145489,0.930141,0.671272,7.668011,False,-0.10449596,50000,symplectic_4th,10000
OSC-000947,64,scale_free,uniform,0.225895,1.396135,0.161801,0.01085112,0.00568508,60.676109,0,7.964029,False,0.0559843,50000,symplectic_4th,10000
OSC-000948,16,small_world,bimodal,0.548368,1.333789,0.411136,0.0626537,0.1062769,19.687169,0.150758,7.768847,False,0.02624013,50000,symplectic_4th,10000
OSC-000949,24,scale_free,bimodal,4.658053,0.51465,9.050918,0.93592216,0.0974102,0.261103,0.928759,7.962553,False,-0.09870296,10000,symplectic_4th,1000
OSC-000950,64,scale_free,uniform,2.522342,1.649014,1.529606,0.58663013,0.48531518,0.982781,0.592502,7.8756,False,-0.12369308,50000,verlet,10000
OSC-000951,96,small_world,uniform,4.009534,1.560433,2.569501,0.77932012,1.44265378,0.266484,0.745931,7.879708,False,-0.07383966,500000,verlet,10000
OSC-000952,96,scale_free,gaussian,3.629739,1.614452,2.248279,0.74711488,0.55944936,0.482006,0.806694,7.892747,False,-0.08233583,50000,verlet,1000
OSC-000953,96,ring,gaussian,4.908009,0.06545,74.988851,0.99118639,2.2380433,0.252758,0.945745,7.780151,False,-0.10273546,50000,verlet,10000
OSC-000954,96,random_erdos_renyi,gaussian,0.773551,1.03394,0.748159,0.13816647,0.90121754,117.910491,0.221625,7.820125,False,0.02534809,500000,rk4,10000
OSC-000955,16,all_to_all,lorentzian,0.46188,0.63662,0.725519,0.11055933,0.23833198,15.987309,0.23805,7.634922,False,0.05031704,50000,euler,10000
OSC-000956,96,all_to_all,gaussian,1.145385,0.63662,1.799166,0.66947648,0.57494412,1.719422,0.592754,8.066081,False,-0.08524774,10000,symplectic_4th,5000
OSC-000957,8,ring,lorentzian,4.541503,0.785398,5.782421,0.91090194,0.06794976,0.348991,0.926755,7.870688,False,-0.08567844,10000,euler,10000
OSC-000958,48,small_world,uniform,3.95972,1.650701,2.398811,0.75880373,0.94492695,0.269899,0.774166,8.01429,False,-0.12801003,10000,euler,10000
OSC-000959,48,random_erdos_renyi,uniform,3.67448,0.781109,4.704182,0.88527837,0.83655798,0.261543,0.86386,7.815738,False,-0.08605086,10000,euler,5000
OSC-000960,24,scale_free,bimodal,4.741206,1.614378,2.936862,0.80667798,0.14546819,0.143278,0.785081,7.83175,False,-0.04560139,500000,symplectic_4th,5000
OSC-000961,96,random_erdos_renyi,lorentzian,1.7039,1.273672,1.337786,0.49869224,1.30629533,2.125138,0.503944,7.799986,False,-0.0923485,50000,rk4,10000
OSC-000962,128,small_world,gaussian,3.515255,1.613506,2.178644,0.73352372,2.61636347,0.50038,0.748889,7.963424,False,-0.08563278,10000,euler,10000
OSC-000963,96,ring,bimodal,1.640501,0.06545,25.065013,0.97713096,1.76231705,0.715511,1.0,7.823997,False,-0.08073279,10000,symplectic_4th,5000
OSC-000964,8,all_to_all,uniform,3.011175,0.63662,4.729943,0.88454297,0.02488228,0.500155,0.93088,7.775044,False,-0.10607523,100000,symplectic_4th,5000
OSC-000965,48,lattice_2d,bimodal,1.701685,1.21985,1.394995,0.53336088,0.21767531,2.056525,0.582768,7.620661,False,-0.11584272,500000,symplectic_4th,5000
OSC-000966,8,random_erdos_renyi,bimodal,3.934333,2.051554,1.917733,0.68954601,0.14543014,0.560205,0.77525,7.83824,False,-0.10455384,50000,euler,5000
OSC-000967,48,scale_free,bimodal,1.003194,1.622225,0.618406,0.27712289,0.17037427,55.286263,0.324487,7.863562,False,0.0362103,50000,rk4,1000
OSC-000968,96,ring,gaussian,0.68023,0.06545,10.393149,0.95308912,1.30995108,1.652193,0.957232,7.720646,False,-0.07775323,500000,verlet,5000
OSC-000969,24,small_world,uniform,2.011703,1.423941,1.412771,0.54255454,0.33077784,1.661256,0.520365,7.643505,False,-0.06151499,100000,symplectic_4th,1000
OSC-000970,8,random_erdos_renyi,uniform,4.911695,1.810802,2.712441,0.8004951,0.01279997,0.335217,0.769709,7.806144,False,-0.07691439,100000,symplectic_4th,1000
OSC-000971,48,scale_free,gaussian,4.971659,1.68792,2.945435,0.81081277,0.68386648,0.397551,0.889234,7.973746,False,-0.08509124,50000,rk4,1000
OSC-000972,48,ring,bimodal,1.776537,0.1309,13.57174,0.95841962,0.79522578,0.57822,0.858929,7.721068,False,-0.10448177,100000,euler,5000
OSC-000973,48,random_erdos_renyi,gaussian,2.831711,1.443532,1.961655,0.70154007,0.4842059,0.596889,0.735821,7.764513,False,-0.09925515,10000,rk4,10000
OSC-000974,96,small_world,lorentzian,3.298824,0.765703,4.308229,0.87578849,2.01105026,0.380243,0.775021,7.852562,False,-0.10659416,50000,euler,1000
OSC-000975,128,small_world,bimodal,4.096435,1.327294,3.086306,0.81994336,2.46407672,0.414427,0.832475,7.661882,False,-0.09925616,50000,symplectic_4th,1000
OSC-000976,8,ring,bimodal,3.456907,0.785398,4.40147,0.88498036,0.15239861,0.179496,0.880151,7.842675,False,-0.13465105,10000,symplectic_4th,1000
OSC-000977,8,small_world,lorentzian,3.602315,1.356396,2.655799,0.79199279,0.15431154,0.72083,0.787047,7.773001,False,-0.07762655,50000,verlet,10000
OSC-000978,32,small_world,gaussian,4.303409,1.533935,2.80547,0.80184745,0.68790151,0.2264,0.798188,7.709974,False,-0.10436436,500000,verlet,10000
OSC-000979,16,scale_free,lorentzian,4.945603,1.205776,4.101595,0.86890245,0.28058812,0.221221,0.827543,7.827526,False,-0.093387,50000,verlet,10000
OSC-000980,16,scale_free,gaussian,0.62505,0.999943,0.625086,0.13442531,0.01405229,12.389815,0.202453,7.744074,False,0.03768554,10000,euler,10000
OSC-000981,128,random_erdos_renyi,lorentzian,4.383254,1.889372,2.319952,0.75399867,1.02070891,0.303518,0.732212,7.727041,False,-0.11241067,50000,rk4,5000
OSC-000982,64,scale_free,gaussian,4.214754,1.573712,2.678224,0.79059001,0.43434316,0.307766,0.800564,8.011219,False,-0.06207103,500000,verlet,1000
OSC-000983,48,ring,gaussian,4.175044,0.1309,31.894984,0.97773537,0.09776483,0.138922,0.996833,7.892537,False,-0.10849545,10000,symplectic_4th,1000
OSC-000984,96,ring,gaussian,4.918687,0.06545,75.151996,0.99292967,0.18771971,0.192744,1.0,7.870106,False,-0.08923018,10000,rk4,1000
OSC-000985,8,ring,gaussian,0.961073,0.785398,1.223676,0.42557304,0.10886512,5.386244,0.370489,7.814659,False,-0.10442412,10000,symplectic_4th,10000
OSC-000986,96,all_to_all,uniform,2.783931,0.63662,4.372989,0.87867744,1.21714974,0.404541,0.86223,7.859476,False,-0.07026943,100000,verlet,10000
OSC-000987,32,lattice_2d,uniform,2.9892,1.68214,1.777022,0.66145661,0.24177533,0.730441,0.747668,7.843032,False,-0.12515158,50000,euler,5000
OSC-000988,48,scale_free,lorentzian,0.270859,1.761362,0.153778,0.22189053,0.7425954,63.67817,0.31632,7.850132,False,0.03953522,100000,verlet,5000
OSC-000989,96,scale_free,uniform,1.723896,1.607722,1.07226,0.26011047,0.79111477,7.731093,0.303756,7.769068,False,-0.08991004,10000,rk4,10000
OSC-000990,96,small_world,lorentzian,3.54999,1.817234,1.953513,0.69627078,2.7448732,0.42352,0.699078,7.829533,False,-0.11672512,500000,verlet,10000
OSC-000991,128,all_to_all,uniform,1.899693,0.63662,2.984031,0.81591456,0.5002697,0.760627,0.786487,7.862505,False,-0.11837781,500000,euler,5000
OSC-000992,128,all_to_all,gaussian,2.745685,0.63662,4.312911,0.87586199,0.16896008,0.4287,0.859302,7.792299,False,-0.12977405,500000,rk4,5000
OSC-000993,8,small_world,bimodal,0.984989,1.417307,0.694973,0.13603252,0.08925083,6.506575,0.14976,7.804326,False,0.03622444,10000,rk4,1000
OSC-000994,96,lattice_2d,lorentzian,2.657685,0.759657,3.498534,0.84656231,0.8563905,0.450468,0.815584,7.888078,False,-0.06541277,100000,euler,1000
OSC-000995,128,small_world,lorentzian,2.601434,1.779552,1.461848,0.56295105,1.16592507,1.119487,0.566422,7.970057,False,-0.08217097,500000,verlet,5000
OSC-000996,24,all_to_all,uniform,2.754872,0.63662,4.327343,0.87859411,0.09029718,0.496857,0.895912,7.806463,False,-0.11975503,50000,symplectic_4th,5000
OSC-000997,24,ring,gaussian,3.055477,0.261799,11.671062,0.9513566,0.28047048,0.386244,0.958825,7.742148,False,-0.16364912,100000,verlet,5000
OSC-000998,24,all_to_all,lorentzian,3.436975,0.63662,5.398787,0.89725664,0.56562701,0.458391,0.912285,7.822402,False,-0.10005538,50000,euler,5000
OSC-000999,128,all_to_all,uniform,4.696675,0.63662,7.37752,0.93213839,1.83700973,0.275367,1.0,7.786098,False,-0.08657273,10000,symplectic_4th,1000
